Coin,Name,Price,1h,24h,7d,24h Volume,Mkt Cap,ID
ASP,Aspire,0.045042264,-0.004,-0.07,-0.111,2487.98,5165723,ASP.Aspire
MATTER,AntiMatter,0.173459,-0.162,-0.19,-0.131,109231,5151031,MATTER.AntiMatter
NSURE,Nsure,0.23327,-0.001,-0.011,-0.031,1453723,5149083,NSURE.Nsure
TNT,Tierion,0.01196858,0,0,0,0,5128312,TNT.Tierion
STND,Standard,0.297712,-0.045,0.016,-0.168,568485,5123866,STND.Standard
SAFE,SafeCoin,0.151467,-0.003,2.697,0.129,993.42,5106705,SAFE.SafeCoin
METH,Mirrored,2608,-0.007,-0.032,0.138,464123,5104817,METH.Mirrored
PEPECASH,PepeCash,0.007322213,0.004,-0.338,-0.25,109.47,5098719,PEPECASH.PepeCash
NPX,Napoleon,0.201098,0,0.011,0.266,1659.89,5093803,NPX.Napoleon
AOG,ARTOFGIVING,0.078650547,1,-0.015,1.284,2037.46,5085915,AOG.smARTOFGIVING
HY,Hybrix,2.24,-0.001,-0.033,0.047,17977.87,5073066,HY.Hybrix
CNNS,CNNS,0.002880129,0.004,-0.022,0.093,439982,5064882,CNNS.CNNS
BLVR,BELIEVER,0.289129,0.009,0.099,0.046,70752,5050851,BLVR.BELIEVER
IDNA,Idena,0.107834,-0.01,-0.054,0.002,102754,5048678,IDNA.Idena
B21,B21,0.096600702,0.003,-0.037,-0.243,18050.79,5042442,B21.B21
NEBO,CSP,4.68,0,0,0,0,5041617,NEBO.CSP
PEAR,Pear,2.6,0.009,-0.115,0.057,1493915,4994179,PEAR.Pear
FLOAT,Float,1.48,0.015,-0.006,0.03,176048,4988379,FLOAT.Float
BOS,BOScoin,0.011111391,0,0,0,0,4981667,BOS.BOScoin
CRUSADER,Crusaders,5.45E-09,-0.008,-0.165,0.044,89302,4869934,CRUSADER.Crusaders
TIKI,Tiki,0.004854361,-0.002,-0.032,-0.144,45197,4840783,TIKI.Tiki
VNT,InventoryClub,0.135099,0,0,0,0,4834641,VNT.InventoryClub
UMX,UniMex,0.695354,-0.005,-0.07,-0.021,57964,4818205,UMX.UniMex
KCCPAD,KCCPad,0.059044148,0.019,-0.144,-0.12,139808,4809120,KCCPAD.KCCPad
XIO,Blockzero,0.129087,0.038,-0.105,0.192,505541,4807663,XIO.Blockzero
YEC,Ycash,0.42299,0.468,0.593,0.489,0.727543,4776846,YEC.Ycash
BOND,Bonded,0.012306736,0.01,0.134,0.135,711399,4766583,BOND.Bonded
GNX,Genaro,0.01572445,-0.003,-0.022,0.177,1926365,4759302,GNX.Genaro
LND,Lendingblock,0.006027916,-0.001,-0.004,0.528,1824.5,4744951,LND.Lendingblock
GFARM2,Gains,131.38,-0.006,-0.005,0.22,10210.05,4740645,GFARM2.Gains
MFB,Mirrored,358.31,-0.007,-0.007,-0.046,172441,4718461,MFB.Mirrored
INFS,Infinity,4.7,0.001,0.33,0.442,4024.62,4704466,INFS.Infinity
KAT,Kambria,0.002927747,-0.012,-0.041,-0.012,95087,4702879,KAT.Kambria
FUEL,Jetfuel,37.93,-0.001,0.006,0,140014,4702608,FUEL.Jetfuel
POP,POP,0.002929264,-0.003,0.058,-0.142,82249,4699199,POP.POP
ZMN,ZMINE,0.007696755,0,0.07,0.325,21136,4680180,ZMN.ZMINE
SPACE,Spacelens,0.059358191,0,-0.054,-0.109,816934,4679723,SPACE.Spacelens
CS,CREDITS,0.021141392,-0.001,-0.042,-0.132,657642,4667839,CS.CREDITS
WASABI,WasabiX,5.3,0.005,-0.072,0.004,13737.49,4659102,WASABI.WasabiX
PHR,Phore,0.176549,-0.066,-0.117,-0.164,15371.79,4650689,PHR.Phore
XEQ,Equilibria,0.117235,-0.039,-0.025,0.422,9910.93,4633425,XEQ.Equilibria
CRBN,Carbon,0.14005,-0.003,-0.046,0.443,403856,4605182,CRBN.Carbon
RAZOR,Razor,0.04955471,0.006,0.004,0.016,362905,4577882,RAZOR.Razor
EPIC,Epic,0.381693,0.011,0.142,-0.178,2707.71,4569578,EPIC.Epic
SENSE,Sense,0.0039671,,-0.028,0.135,2.52,4566300,SENSE.Sense
AMB,Ambrosus,0.031567694,-0.003,-0.035,-0.005,534288,4565022,AMB.Ambrosus
IONX,Charged,0.709561,0.016,-0.005,-0.041,306632,4558168,IONX.Charged
UTU,UTU,0.05320558,-0.001,-0.035,1.094,120834,4557696,UTU.UTU
HVN,Hiveterminal,0.012639342,-0.005,-0.095,0.312,5993.29,4549477,HVN.Hiveterminal
HBD,Hive,0.984279,-0.019,-0.018,-0.032,166935,4541522,HBD.Hive
PMA,PumaPay,0.000170493,-0.006,-0.038,-0.032,566083,4510577,PMA.PumaPay
YEE,Yee,0.001474395,-0.007,-0.026,0.166,1797118,4412508,YEE.Yee
ALIAS,Alias,0.163999,,0.004,-0.166,41.6,4399587,ALIAS.Alias
MOMA,Mochi,0.216714,-0.017,-0.124,-0.116,2275901,4391506,MOMA.Mochi
FTC,Feathercoin,0.017749366,0.001,-0.026,-0.235,9508.19,4390822,FTC.Feathercoin
CREP,cREP,0.307911,0,0,0,0,4387675,CREP.cREP
PET,Battle,0.244252,-0.007,-0.056,0.013,383152,4380444,PET.Battle
START,Starter xyz,5.18,-0.003,-0.101,0.264,127278,4376845,START.Starter.xyz
MIDAS,Midas,2.01,-0.003,-0.016,0.04,22.89,4365853,MIDAS.Midas
BAC,Basis,0.079432114,-0.003,-0.008,0.037,145374,4348518,BAC.Basis
RAVEN,Raven,0.000982175,0.002,0.092,0.127,3835.11,4334021,RAVEN.Raven
GSPI,Shopping io,4.31,-0.023,0.001,-0.007,228777,4325956,GSPI.Shopping.io
QUN,QunQun,0.006418445,-0.001,-0.014,-0.017,225304,4320778,QUN.QunQun
TRADE,Unitrade,0.126626,0.047,-0.058,0.082,1000749,4319847,TRADE.Unitrade
STOS,Stratos,0.530683,0.003,-0.098,-0.157,205603,4318241,STOS.Stratos
ETHO,Etho,0.076215429,0.003,-0.051,-0.123,217211,4315064,ETHO.Etho
PEFI,Penguin,0.311315,-0.019,-0.079,-0.304,122281,4313066,PEFI.Penguin
EOSC,EOSForce,0.015399722,-0.005,-0.049,-0.049,77051,4305846,EOSC.EOSForce
DHC,DeltaHub,0.550416,0,0,0,0,4291133,DHC.DeltaHub
WINGS,Wings,0.045984986,-0.025,-0.046,0.207,13571.2,4273475,WINGS.Wings
URUS,Urus,7.98,-0.009,0.051,0.184,1856470,4266347,URUS.Urus
CC10,Cryptocurrency,55.25,0.004,-0.052,0.067,28691,4264012,CC10.Cryptocurrency
XFT,Offshift,1.26,-0.006,-0.079,0.262,33960,4260613,XFT.Offshift
BREW,CafeSwap,0.827815,-0.002,-0.034,0.022,178041,4257228,BREW.CafeSwap
SATT,SaTT,0.000991286,-0.006,-0.184,0.149,626062,4224509,SATT.SaTT
RUFF,Ruff,0.004472227,0.006,-0.024,0.047,326866,4214454,RUFF.Ruff
OPEN,OPEN,0.362266,0.011,-0.003,0.041,139951,4187159,OPEN.OPEN
CGT,CACHE,58.27,-0.001,0.002,0.011,197259,4175192,CGT.CACHE
NTK,Neurotoken,0.048239003,-0.013,-0.034,-0.128,34334,4173533,NTK.Neurotoken
SWTH,Switcheo,0.017342146,-0.02,-0.043,0.078,343223,4170704,SWTH.Switcheo
VISION,APY vision,4.48,-0.005,-0.109,0.025,96293,4154129,VISION.APY.vision
NFY,Non-Fungible,53.06,-0.006,-0.067,-0.111,31247,4136703,NFY.Non-Fungible
UNCL,UNCL,24.24,0.033,-0.01,0.712,194915,4128897,UNCL.UNCL
UGAS,Ultrain,0.014692644,0.018,0.033,0.023,249521,4128078,UGAS.Ultrain
UAXIE,Unicly,0.411781,,-0.022,0.04,2464.62,4117815,UAXIE.Unicly
HAKKA,Hakka,0.021175615,-0.006,-0.1,-0.084,267701,4105330,HAKKA.Hakka
POLYDOGE,PolyDoge,4.72E-09,-0.006,-0.113,-0.182,86324,4096827,POLYDOGE.PolyDoge
DEV,Dev,3.09,0.015,-0.117,-0.024,327800,4091496,DEV.Dev
SHOPX,Splyt,0.142542,0.002,-0.075,-0.122,196128,4091241,SHOPX.Splyt
JUR,Jur,0.015647974,0,0,0,0,4070846,JUR.Jur
WPR,WePower,0.00668453,0.002,-0.017,-0.067,40034,4069686,WPR.WePower
MONA,Monavale,487.11,-0.003,-0.198,0.032,93764,4069326,MONA.Monavale
CVR,Polkacover,0.100088,-0.009,-0.151,-0.003,36263,4065636,CVR.Polkacover
GRC,Gridcoin,0.009616842,0.001,-0.01,-0.066,10569.14,4050912,GRC.Gridcoin
HOT,Hydro,0.009806261,0.015,-0.052,0.162,1012872,4033802,HOT.Hydro
GEO,GeoDB,0.148091,0.007,0.007,0.133,67527,4026945,GEO.GeoDB
EFL,Electronic,0.190612,0,0,0,0,3999601,EFL.Electronic
PROS,Prosper,0.902763,-0.004,-0.059,0.056,587157,3989291,PROS.Prosper
TOA,ToaCoin,0.000413928,0,0,0,0,3985023,TOA.ToaCoin
ZEFU,Zenfuse,0.063404656,-0.005,-0.142,0.232,330270,3984655,ZEFU.Zenfuse
RENDOGE,renDOGE,0.194124,-0.006,-0.063,-0.051,39600,3983315,RENDOGE.renDOGE
BLT,Bloom,0.070100899,-0.012,-0.123,0.524,3152.85,3970704,BLT.Bloom
OCTO,OctoFi,10.84,0.001,-0.039,0.365,84060,3962168,OCTO.OctoFi
NDS,Nodeseeds,71.48,-0.006,-0.043,0.203,618.98,3961317,NDS.Nodeseeds
CV,carVertical,0.000518424,-0.019,-0.019,-0.007,148752,3959434,CV.carVertical
WAIF,Waifu,0.004400871,-0.076,-0.11,0.4,939537,3955751,WAIF.Waifu
GMT,Gambit,9.81,0.001,-0.008,-0.005,16.34,3936585,GMT.Gambit
XST,Stealth,0.101633,-0.003,-0.129,0.253,18562.62,3932186,XST.Stealth
AGA,AGA,0.871561,-0.006,-0.071,-0.045,4659.84,3926112,AGA.AGA
EDDA,EDDASwap,965.07,-0.01,-0.074,0.017,33852,3915605,EDDA.EDDASwap
QUAI,Quai,0.077033017,-0.006,-0.079,-0.048,102595,3913655,QUAI.Quai
MOON,Mooncoin,1.72E-05,,0.488,0.319,129.64,3913080,MOON.Mooncoin
SNC,SunContract,0.031775736,-0.002,-0.037,0.099,441926,3910085,SNC.SunContract
TKY,THEKEY,0.000761211,-0.018,-0.05,0.06,53837,3907165,TKY.THEKEY
NFTB,NFTb,0.032867284,-0.026,-0.128,-0.064,304280,3901468,NFTB.NFTb
HPB,High,0.101763,-0.003,-0.064,0.034,538683,3873427,HPB.High
BLKC,BlackHat,1.06,-0.052,-0.203,-0.199,224254,3863939,BLKC.BlackHat
DAX,DAEX,0.010887342,0.006,-0.01,0.053,23498,3860789,DAX.DAEX
BOOM,Boom,0.006007896,0,-0.009,-0.012,77452,3838166,BOOM.Boom
SDX,SwapDEX,0.054895496,,-0.057,-0.146,8212.51,3828796,SDX.SwapDEX
TCAP,Total,193.06,,-0.035,0.069,34496,3822065,TCAP.Total
SSGT,Safeswap,0.092031251,0.003,-0.004,-0.148,12794.51,3817168,SSGT.Safeswap
PROTO,Proto,0.052462797,-0.005,-0.054,-0.028,5444.31,3815934,PROTO.Proto
EFX,Effect,0.018570741,-0.019,-0.02,-0.089,68026,3806433,EFX.Effect
TX,Transfercoin,0.458769,0,0,0,0,3806145,TX.Transfercoin
CHONK,Chonk,97.35,-0.003,-0.014,0.411,12352.33,3802075,CHONK.Chonk
LYR,Lyra,0.000380001,0.005,-0.025,1.3,23.37,3800014,LYR.Lyra
SWM,Swarm,0.048121095,-0.005,-0.148,-0.22,9953.26,3798075,SWM.Swarm
SURF,Surf Finance,0.443135,-0.003,-0.169,-0.032,422111,3794231,SURF.Surf.Finance
XLA,Scala,0.00036083,-0.006,-0.082,-0.029,3689.52,3791826,XLA.Scala
ARES,Ares,0.024714863,-0.001,-0.069,-0.522,1067813,3776011,ARES.Ares
CPAY,Cryptopay,0.097550323,0,0,0,0,3768399,CPAY.Cryptopay
MOTA,MotaCoin,0.053883534,-0.002,-0.078,,1611.49,3745477,MOTA.MotaCoin
NORD,Nord,1.7,-0.009,-0.044,-0.012,251326,3734616,NORD.Nord
MVP,Merculet,0.000784352,-0.007,-0.074,0.034,164055,3730962,MVP.Merculet
GEN,DAOstack,0.076124064,-0.024,-0.08,0.039,201255,3727719,GEN.DAOstack
MGS,Mirrored,385.84,0,-0.002,0.019,9674.05,3725853,MGS.Mirrored
DGX,Digix,49.19,-0.008,-0.022,-0.108,3258.32,3713337,DGX.Digix
GAINS,Gains,0.109527,,-0.037,0.129,8993.29,3708523,GAINS.Gains
GRO,GROWTH,10.84,-0.002,0.03,0.109,4659.54,3700200,GRO.GROWTH
SAK3,SAK3,18113.79,-0.051,0.463,1.608,72302,3669050,SAK3.SAK3
0XBTC,0xBitcoin,0.477703,-0.109,-0.111,-0.048,597480,3668919,0XBTC.0xBitcoin
PERA,Pera,0.300734,-0.011,-0.086,0.014,428097,3655170,PERA.Pera
PREMIA,Premia,0.342346,-0.007,-0.227,-0.181,142828,3646409,PREMIA.Premia
BTCP,Bitcoin,28.2,-0.002,-0.03,0.049,5367.1,3643354,BTCP.Bitcoin
TERA,TERA,0.005500497,0.008,-0.003,0.266,140265,3639478,TERA.TERA
YOU,YOU,0.004945902,0.026,-0.018,0.076,408512,3631683,YOU.YOU
PLOT,PlotX,0.052375857,-0.009,-0.067,-0.153,278342,3631608,PLOT.PlotX
PNODE,Pinknode,0.071290461,0.001,-0.063,0.156,9290.74,3631153,PNODE.Pinknode
MELO,Melo,8.99E-05,-0.019,-0.093,0.129,569695,3623633,MELO.Melo
AUR,Auroracoin,0.19917,,0.065,-0.05,325.8,3590668,AUR.Auroracoin
WATCH,Yieldwatch,0.366268,-0.002,-0.014,-0.063,85128,3578028,WATCH.Yieldwatch
ROOBEE,Roobee,0.003010005,0.078,-0.032,0.164,1099281,3571164,ROOBEE.Roobee
SNOB,Snowball,0.232321,0.002,-0.043,-0.104,14378.73,3567489,SNOB.Snowball
UMASK,Unicly,0.03549913,0,0,0,0,3549913,UMASK.Unicly
POT,Potcoin,0.015649992,0,0,0,0,3544706,POT.Potcoin
ONEETH,oneETH,1.06,0,0,0,0,3537920,ONEETH.oneETH
XVIX,XVIX,22.26,,-0.048,0.117,1033.43,3516769,XVIX.XVIX
TERN,Ternio,0.008106829,0.011,-0.012,0.118,3293.55,3509379,TERN.Ternio
DERI,Deri,0.062820554,-0.006,0.016,0.139,340667,3501197,DERI.Deri
AXPR,aXpire,0.012236111,0.024,-0.036,0.301,47959,3496252,AXPR.aXpire
CCX,Conceal,0.297688,-0.005,-0.036,0.145,7404.58,3493822,CCX.Conceal
SDEFI,sDEFI,10800,0.019,0.005,0.17,13848.51,3487007,SDEFI.sDEFI
MAN,Matrix,0.023158703,-0.014,-0.043,-0.115,560760,3485803,MAN.Matrix
POLX,Polylastic,0.000378496,-0.008,-0.015,-0.056,100166,3485079,POLX.Polylastic
OLT,OneLedger,0.008021643,-0.002,0.001,-0.081,181960,3476090,OLT.OneLedger
BSCS,BSC,0.089274025,-0.01,-0.11,-0.3,1353219,3474783,BSCS.BSC
YFL,YF,71.36,-0.061,-0.078,-0.137,758759,3457217,YFL.YF
PLA,Plair,6.82E-05,-0.005,0.13,0.142,12930.84,3451600,PLA.Plair
EGT,ElasticDAO,158.47,0.009,-0.009,0.097,19725.26,3430656,EGT.ElasticDAO
AITRA,AITRA,0.770318,-0.006,-0.061,-0.005,30.27,3430625,AITRA.AITRA
LINKA,LINKA,0.002829403,-0.009,0.194,0.111,2280.54,3430340,LINKA.LINKA
AUTO,Cube,0.000502353,-0.006,0,-0.027,8568.26,3428089,AUTO.Cube
XPM,Primecoin,0.134986,-0.005,-0.03,0.15,342691,3426097,XPM.Primecoin
DGCL,DigiCol,0.0536319,-0.001,-0.109,0.548,314164,3425054,DGCL.DigiCol
SPA,Sperax,0.011933872,0,0.03,0.118,424917,3406863,SPA.Sperax
TWIN,Twinci,1.69,-0.001,-0.023,0.201,209188,3388465,TWIN.Twinci
42,42-coin,80606,-0.005,-0.035,-0.024,3425.77,3385463,42.42-coin
MEGA,MegaCryptoPolis,16.9,-0.005,-0.228,-0.384,61640,3384244,MEGA.MegaCryptoPolis
MOVE,Mover,0.398401,-0.029,-0.034,0.218,2036.87,3383770,MOVE.Mover
TAD,Tadpole,11.58,-0.002,-0.063,0.052,16289.64,3376579,TAD.Tadpole
LIX,Lixir,2.96,-0.006,-0.031,-0.229,37692,3368204,LIX.Lixir
BNSD,BNSD,0.023381129,0.008,0.044,0.047,554820,3351070,BNSD.BNSD
MABNB,Mirrored,147.66,-0.015,-0.007,0.014,151219,3338404,MABNB.Mirrored
YUP,Yup,0.493696,,-0.07,0.135,957.33,3323920,YUP.Yup
STPL,Stream,0.024891929,-0.003,-0.027,-0.043,449411,3317240,STPL.Stream
MNG,Moon,0.011968948,0.011,0.01,-0.173,87814,3285676,MNG.Moon
PAR,Parachute,0.004796379,-0.009,-0.067,0.024,192842,3283727,PAR.Parachute
ROCKS,Rocki,0.417571,0.267,-0.163,-0.044,137922,3281604,ROCKS.Rocki
WILD,Wild,0.361494,0,-0.041,-0.27,20243,3263289,WILD.Wild
YAXIS,yAxis,4.04,-0.007,-0.082,0.322,67718,3257827,YAXIS.yAxis
MTC,Doc com,0.004186053,-0.006,-0.042,0.025,1481.93,3255142,MTC.Doc.com
ASKO,Asko,0.025070454,-0.006,-0.102,0.018,646273,3236913,ASKO.Asko
QBX,qiibee,0.007722209,,-0.339,0.052,233.1,3236131,QBX.qiibee
PIPT,Power,3.13,,-0.042,0.03,38763,3229479,PIPT.Power
MINT,Public,0.140748,0.005,-0.117,0.39,66967,3228397,MINT.Public
BCP,PieDAO,2.86,,-0.033,0.092,26558,3227667,BCP.PieDAO
DFD,DefiDollar,0.146951,0.001,-0.019,0.104,316762,3219561,DFD.DefiDollar
SHLD,Shield,0.008907016,,-0.031,0.152,1997.91,3199547,SHLD.Shield
VIPS,VIPSTARCOIN,4.94E-05,-0.012,-0.011,0.125,1.62,3193774,VIPS.VIPSTARCOIN
EVT,EveriToken,0.006331305,,-0.004,-0.34,50.65,3162087,EVT.EveriToken
UWL,UniWhales,0.46095,-0.012,-0.068,0.138,293150,3160383,UWL.UniWhales
VBK,VeriBlock,0.005016499,0.002,-0.032,-0.035,2663.14,3140122,VBK.VeriBlock
VSF,VeriSafe,0.000385247,,-0.03,0.029,1.81,3137809,VSF.VeriSafe
BDP,Big,0.128219,-0.004,-0.061,-0.077,379413,3088648,BDP.Big
UT,Ulord,0.021811252,-0.049,-0.063,-0.065,2682775,3081274,UT.Ulord
DEFI+L,PieDAO,3.73,-0.026,-0.037,0.054,5.93,3074706,DEFI+L.PieDAO
BASK,BasketDAO,53.58,-0.003,-0.045,-0.109,36970,3073068,BASK.BasketDAO
REV,Revain,0.00629479,-0.013,-0.015,-0.033,3792394,3044931,REV.Revain
CATBREAD,CatBread,5.05E-09,-0.005,0.019,0.036,22601,3043409,CATBREAD.CatBread
WDC,WorldCoin,0.021569842,-0.021,0.146,-0.126,10496.02,3027874,WDC.WorldCoin
ADCO,Advertise,0.066959249,,-0.038,0.078,264.2,3025779,ADCO.Advertise
CNN,Content,5.02E-05,-0.007,-0.032,0.013,18904.34,2985537,CNN.Content
TRUE,TrueChain,0.126431,0.005,-0.032,0.028,4057528,2985084,TRUE.TrueChain
YF-DAI,YfDAI finance,730.43,-0.01,-0.07,0.039,1090270,2977999,YF-DAI.YfDAI.finance
ARGON,Argon,0.042836267,-0.004,-0.072,0.023,130123,2962094,ARGON.Argon
MAMC,Mirrored,34.11,-0.018,-0.098,-0.15,163303,2957748,MAMC.Mirrored
NFTS,NFT,2.09,-0.023,-0.03,0.097,155567,2957188,NFTS.NFT
DOKI,Doki,59,0.012,-0.027,0.376,321216,2953005,DOKI.Doki
OOKS,Onooks,0.277265,-0.043,-0.073,0.05,53311,2936433,OOKS.Onooks
ONG,SoMee Social,0.031884554,0.002,0.003,0.206,4801.89,2926869,ONG.SoMee.Social
SPDR,SpiderDAO,0.012930861,-0.005,-0.003,0.358,480971,2916641,SPDR.SpiderDAO
BLES,Blind,0.244495,-0.037,-0.134,0.111,255620,2893609,BLES.Blind
RES,Resfinex,0.029287732,-0.002,-0.018,0.035,2720.02,2888420,RES.Resfinex
ROYA,Royale,0.131921,-0.011,0.042,0.954,391477,2883250,ROYA.Royale
STV,Sint-Truidense,14.27,-0.004,-0.144,-0.113,787443,2881558,STV.Sint-Truidense
EPAN,Paypolitan,0.087488144,-0.002,-0.014,0.132,1307715,2870925,EPAN.Paypolitan
NUX,Peanut,0.357857,0.005,0.055,0.084,172953,2861441,NUX.Peanut
BSKT,BasketCoin,0.180061,-0.021,-0.054,0.428,17805.06,2861401,BSKT.BasketCoin
BET,EarnBet,0.04096583,-0.003,-0.014,0.294,1221.23,2851498,BET.EarnBet
EXY,Experty,0.098682942,0,0,0,0,2849139,EXY.Experty
BLK,BlackCoin,0.046812173,-0.005,-0.027,-0.018,1656.13,2846920,BLK.BlackCoin
COMFI,CompliFi,2.82,,-0.059,0.505,869.25,2845926,COMFI.CompliFi
CATE,CateCoin,8.28E-08,-0.003,0.013,0.329,41093,2841851,CATE.CateCoin
GDOGE,Golden,2.80E-11,0.001,0.023,-0.556,241220,2837648,GDOGE.Golden
AVT,Aventus,0.341519,-0.001,-0.091,0.097,165387,2836200,AVT.Aventus
CHG,Charg,0.929234,,-0.031,0.424,1.45,2813224,CHG.Charg
UFEWO,Unicly,0.028097859,-0.004,-0.095,,100137,2810394,UFEWO.Unicly
MNFLX,Mirrored,45.81,0,0,0,0,2800058,MNFLX.Mirrored
NGC,NAGA,0.035937212,0.015,-0.043,0.22,1101.44,2799878,NGC.NAGA
SEEN,SEEN,3.41,0.004,-0.194,0.01,54575,2795901,SEEN.SEEN
VEO,Amoveo,35.03,-0.002,-0.029,0.011,154.31,2794303,VEO.Amoveo
SIN,SINOVATE,0.00369097,0,-0.052,-0.024,0,2791195,SIN.SINOVATE
ESP,Espers,0.0001016,,-0.009,0.13,403.84,2786585,ESP.Espers
HNST,Honest,0.022331481,0,0.006,0.043,104870,2783563,HNST.Honest
FACE,Faceter,0.005229807,,-0.198,-0.02,515.34,2782257,FACE.Faceter
UNIQ,Uniqly,0.645291,-0.015,-0.094,0.197,2217680,2773804,UNIQ.Uniqly
XMON,XMON,1940.52,0.005,-0.066,0.349,20285,2765236,XMON.XMON
DRC,Dracula,0.189984,0,-0.06,0.241,1211573,2764459,DRC.Dracula
DYP,DeFi,0.26329,0,-0.07,-0.008,1129990,2760313,DYP.DeFi
YEED,Yggdrash,0.00041,-0.012,-0.064,-0.039,8407.96,2758561,YEED.Yggdrash
BXC,Bitcoin,0.18199,-0.004,-0.167,-0.022,258.82,2756812,BXC.Bitcoin
SHARD,Shard,0.104207,0,0.048,0.14,1430.29,2743565,SHARD.Shard
CHNG,Chainge,0.040034025,-0.008,0.044,-0.132,328692,2715609,CHNG.Chainge
MOON,MoonSwap,0.26928,-0.02,-0.098,-0.046,154240,2706806,MOON.MoonSwap
FLS,Flits,0.605044,-0.089,-0.156,-0.062,6049.03,2696169,FLS.Flits
AUSCM,Auric,0.035190047,0.002,-0.041,-0.268,395811,2695674,AUSCM.Auric
SNOW,Snowswap,8.26,-0.001,-0.081,0.558,293307,2693460,SNOW.Snowswap
DEPAY,DePay,1.28,-0.006,-0.219,0.184,296326,2693208,DEPAY.DePay
EQUAD,Quadrant,0.004932889,-0.002,-0.053,0.093,90525,2692071,EQUAD.Quadrant
PILOT,Unipilot,4.34,-0.005,-0.228,1.445,266029,2686726,PILOT.Unipilot
MCM,Mochimo,0.267584,-0.007,-0.036,0.026,57.53,2681218,MCM.Mochimo
PAR,Parallel,1.19,,-0.002,0.02,539240,2672443,PAR.Parallel
BABYDOGE,BabyDoge,5.71E-09,-0.024,-0.064,0.162,54476,2672439,BABYDOGE.BabyDoge
UUU,U,0.000381927,0.005,-0.023,0.06,264661,2671816,UUU.U
DUST,DUST,0.01089192,-0.004,0.003,0.279,614.03,2671503,DUST.DUST
PALG,PalGold,3.93,-0.007,-0.035,0.087,1325037,2669987,PALG.PalGold
WORLD,World,0.028055074,-0.005,-0.03,0.327,57898,2668120,WORLD.World
UAPE,Unicly,0.002662,,-0.05,0.193,2027.27,2662000,UAPE.Unicly
SPHR,Sphere,0.212661,0,0,0,0,2654933,SPHR.Sphere
PRC,Partner,0.000330675,0,0,0,0,2645400,PRC.Partner
MGME,Mirrored,153.86,-0.007,-0.045,-0.18,109680,2643178,MGME.Mirrored
CNTR,Centaur,0.001604516,0.003,-0.063,-0.068,500163,2637104,CNTR.Centaur
DETO,Delta,0.087086688,0.015,0.018,0.029,2954.39,2625286,DETO.Delta
PINK,Pinkcoin,0.005757511,,-0.095,0.187,1171.49,2618911,PINK.Pinkcoin
PROPEL,Propel,0.000556768,-0.023,-0.022,-0.178,1183.21,2604220,PROPEL.Propel
SRY,Serey,0.002515505,,0.009,0.202,51.51,2599151,SRY.Serey
IDEA,Ideaology,0.11249,-0.015,-0.12,-0.017,206048,2598224,IDEA.Ideaology
BITX,BitScreener,0.015162533,-0.001,-0.037,-0.074,2462.27,2594820,BITX.BitScreener
PDOG,Polkadog,0.06722836,0.032,-0.069,0.789,30695,2584303,PDOG.Polkadog
KRW,KROWN,0.001547256,0.016,0.021,0.184,194829,2581166,KRW.KROWN
VAI,Vaiot,0.283624,0.049,0.051,0.009,5041365,2579725,VAI.Vaiot
HBT,Habitat,0.510445,,0.004,-0.219,10462.3,2575195,HBT.Habitat
SAKE,SakeToken,0.034928284,-0.009,-0.134,-0.043,35724,2574131,SAKE.SakeToken
BOB,Bob's,0.010418631,0.355,0.989,0.568,8614.36,2573346,BOB.Bob's
UPI,Pawtocol,0.009512474,0.008,0.05,-0.018,31430,2570058,UPI.Pawtocol
CRWNY,Crowny,0.0098048,-0.114,-0.133,0.103,2090408,2560365,CRWNY.Crowny
PRT,Portion,0.015303766,-0.004,0.077,0.342,42698,2558361,PRT.Portion
MRC,Meritcoins,0.000385636,0,0,0,0,2546410,MRC.Meritcoins
BKBT,BeeKan,0.000635221,0.005,-0.063,0.02,72613,2546288,BKBT.BeeKan
MVIXY,Mirrored,7.85,0,0,0,0,2545757,MVIXY.Mirrored
WOW,WOWswap,7.57,0.001,-0.101,0.407,91227,2542789,WOW.WOWswap
DIS,TosDis,47.87,0.003,-0.083,0.072,395046,2540317,DIS.TosDis
SWAPZ,SWAPZ app,0.020493584,-0.003,-0.117,-0.332,70919,2534251,SWAPZ.SWAPZ.app
DAC,Degen,44.35,0.06,0.093,10.425,335827,2531332,DAC.Degen
BRY,Berry,0.870977,0.04,0.515,0.65,1197145,2512690,BRY.Berry
DSD,Dynamic,0.020273617,0.001,-0.007,0.001,69763,2510048,DSD.Dynamic
GIV,GIV,0.004407304,,-0.048,-0.027,945.22,2507530,GIV.GIV
OIN,OIN,0.139092,-0.013,0.031,0.071,1016155,2504254,OIN.OIN
BIS,Bismuth,0.105793,-0.002,-0.1,0.181,135.75,2498025,BIS.Bismuth
BTCZ,BitcoinZ,0.000264536,0.044,0.071,-0.232,5922.5,2497804,BTCZ.BitcoinZ
DAPPT,Dapp com,0.001715507,-0.021,-0.081,0.05,98900,2494504,DAPPT.Dapp.com
MILK2,Spaceswap,0.076193002,-0.041,-0.172,0.885,47998,2485925,MILK2.Spaceswap
QRK,Quark,0.009073396,0.001,-0.018,-0.013,69823,2483004,QRK.Quark
GXT,Gem,0.048251938,-0.143,-0.152,-0.066,4145.72,2476813,GXT.Gem
DRC,Digital,0.002474235,0.028,-0.035,0.145,2003935,2472176,DRC.Digital
